ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
3350,High School,7,Data Scientist,Healthcare,New York,Large,4,24,57,TYW391,72730.248
3351,Masters,6,Analyst,Finance,New York,Large,1,42,43,IRC473,67479.59427
3352,Masters,17,Analyst,Education,London,Small,0,31,34,ACC299,87078.33609
3353,PhD,10,Software Engineer,Education,London,Medium,2,46,59,TFJ222,93445.18718
3354,High School,10,Manager,Education,San Francisco,Small,3,41,52,HGW222,106996.1156
3355,Bachelors,1,Analyst,IT,London,Small,3,48,58,OJM236,57802.14755
3356,Bachelors,19,Analyst,Healthcare,New York,Large,3,51,43,WIO942,73935.45752
3357,PhD,14,Software Engineer,Healthcare,New York,Small,0,36,47,FMX119,88452.01533
3358,,7,Data Scientist,Healthcare,Bangalore,Medium,0,22,52,EJZ812,90592.41432
3359,Bachelors,3,Analyst,IT,San Francisco,Medium,3,33,45,CUW619,77409.61684
3360,Bachelors,13,Analyst,Finance,New York,Medium,2,37,,AJT308,67852.9849
3361,High School,19,Data Scientist,Healthcare,Bangalore,Small,3,43,43,NZU864,98252.55584
3362,High School,14,Software Engineer,,New York,Large,4,57,32,XBL962,78032.70104
3363,Masters,16,Analyst,Healthcare,New York,Large,2,33,53,DZB423,82757.94514
3364,High School,17,Data Scientist,Healthcare,San Francisco,Medium,4,47,40,QXT474,119939.7571
3365,PhD,12,Manager,IT,San Francisco,Large,4,54,38,OOQ697,126643.5685
3366,Bachelors,6,Software Engineer,Education,San Francisco,Large,,38,41,ZIO284,74472.61982
3367,Bachelors,1,Manager,IT,San Francisco,Small,0,22,50,YPE839,
3368,PhD,18,Software Engineer,Education,London,Small,3,48,,EQJ410,99926.55894
3369,Masters,17,Manager,Healthcare,London,Large,4,40,50,QBS196,123932.2414
3370,Masters,19,Analyst,IT,San Francisco,Small,0,58,31,QMR451,100256.6141
3371,High School,2,Manager,IT,Bangalore,Large,1,24,30,MEH495,69032.42662
3372,High School,19,Software Engineer,Healthcare,London,Large,4,50,47,ZGA201,91372.48531
3373,Bachelors,4,Data Scientist,Finance,San Francisco,Medium,2,39,47,XGJ507,83925.38152
3374,High School,,,IT,London,Large,1,46,45,NVM017,80065.11155
3375,Bachelors,11,Analyst,,London,Small,2,58,39,ZPQ749,75199.16206
3376,Bachelors,11,Data Scientist,,London,Large,,42,38,LRD718,100293.7978
3377,High School,5,Software Engineer,Education,San Francisco,Medium,2,49,37,STK191,69308.81361
3378,Masters,10,Data Scientist,Finance,San Francisco,Large,0,26,31,ZRK006,115318.8036
3379,PhD,3,Manager,Finance,Bangalore,Large,3,29,30,RFM418,87847.23213
3380,High School,12,Analyst,Healthcare,London,Small,2,29,56,ASV941,72189.44145
3381,Bachelors,15,Manager,IT,New York,Small,0,47,31,BDO436,83259.42066
3382,High School,18,Data Scientist,,Bangalore,Large,3,54,58,DJO047,85821.68125
3383,Masters,14,Manager,Healthcare,Bangalore,Medium,3,25,43,IWR491,101493.5383
3384,Masters,6,Analyst,Finance,London,Small,2,36,56,DBZ891,82296.84001
3385,Masters,,Data Scientist,Education,San Francisco,Small,1,31,40,QHD604,105424.571
3386,PhD,3,Software Engineer,Finance,London,Small,,56,,FNO836,77895.73675
3387,PhD,16,Manager,Finance,London,Small,0,59,54,FNN568,115617.8563
3388,Masters,7,Analyst,Finance,London,Medium,3,55,44,AVG877,83638.6264
3389,Bachelors,2,Software Engineer,IT,London,Small,4,59,37,LSD258,70035.34317
3390,Masters,8,Manager,Healthcare,San Francisco,Large,2,59,39,HLS476,100566.5149
3391,PhD,9,Data Scientist,Education,London,Large,3,28,53,CUV380,117168.7558
3392,PhD,3,Manager,Healthcare,San Francisco,Medium,2,50,46,FHL283,91038.94167
3393,Bachelors,10,Software Engineer,Healthcare,New York,Medium,3,44,37,YMR204,82375.60396
3394,,4,Software Engineer,Finance,San Francisco,,1,33,50,,
3395,Masters,3,Data Scientist,Finance,Bangalore,Large,4,24,38,EXU829,76760.5623
3396,PhD,15,Analyst,Finance,New York,Medium,,25,40,UAK833,101278.2687
3397,PhD,3,Data Scientist,Healthcare,London,Medium,2,52,55,MOI498,91761.21311
3398,High School,17,Manager,Healthcare,London,Large,2,51,34,LZZ149,110947.2455
3399,Bachelors,13,Data Scientist,Healthcare,London,Small,3,30,48,LUT179,87091.54819
3400,PhD,7,Analyst,Healthcare,Bangalore,Large,3,26,55,ENM344,79759.95124
3401,Bachelors,,Manager,,London,Medium,4,30,43,MRF449,76591.88035
3402,PhD,11,Software Engineer,Healthcare,San Francisco,Medium,1,46,31,FCW587,103836.7664
3403,High School,8,Software Engineer,,New York,Small,4,38,30,EKH626,65688.56751
3404,High School,18,Manager,IT,San Francisco,Medium,1,46,30,QPE980,105699.7428
3405,Masters,15,Software Engineer,IT,New York,,3,49,34,,90556.90401
3406,High School,8,Manager,Healthcare,New York,Small,1,41,33,BOX631,80998.11982
3407,Masters,3,Analyst,Finance,London,Medium,,49,,ITR470,74695.35236
3408,Bachelors,16,Data Scientist,IT,San Francisco,Medium,4,39,43,VQY610,109894.7369
3409,Bachelors,6,Analyst,IT,London,Large,,49,41,BER830,69202.09402
3410,Bachelors,18,Manager,Healthcare,San Francisco,Large,3,30,34,TEA205,107236.9677
3411,High School,1,Software Engineer,Finance,London,Large,4,43,,YUS190,58477.3624
3412,Bachelors,15,Manager,Education,London,Medium,,29,47,HOY796,97738.38163
3413,High School,0,Analyst,Education,San Francisco,Large,1,41,46,BBF505,61288.32187
3414,Bachelors,17,Analyst,Finance,London,Large,1,50,35,GAP932,99554.53708
3415,PhD,4,Analyst,IT,Bangalore,Medium,2,42,33,PWV417,83360.98109
3416,Masters,16,Data Scientist,IT,London,Small,2,34,,VXW324,105873.7953
3417,Bachelors,10,Analyst,Finance,New York,Large,3,40,46,JTY107,70570.1309
3418,Bachelors,4,Software Engineer,,San Francisco,Small,3,27,59,GIX056,85314.6584
3419,PhD,19,Software Engineer,IT,London,Medium,4,45,38,XCA196,109962.1381
3420,High School,3,Manager,Finance,Bangalore,Medium,4,55,36,IZG437,82299.60341
3421,High School,12,Analyst,Healthcare,San Francisco,Large,1,28,34,TXE146,85845.10816
3422,High School,18,Manager,IT,London,Small,3,56,58,RBW100,110037.7372
3423,High School,9,Manager,Finance,New York,Small,4,57,43,TUP280,77818.71106
3424,High School,,Data Scientist,IT,New York,Small,4,,34,JJT956,
3425,High School,19,Analyst,Finance,Bangalore,Large,0,40,34,DAC268,76337.21545
3426,PhD,14,Software Engineer,IT,San Francisco,Small,1,54,33,QTI298,
3427,PhD,8,Manager,Finance,London,Large,0,56,32,PIO642,108772.7815
3428,Masters,14,Manager,Education,San Francisco,Small,3,43,55,UZU533,103572.7832
3429,Masters,16,Data Scientist,Finance,Bangalore,Medium,0,,33,UPT705,95758.71576
3430,Bachelors,5,Analyst,IT,Bangalore,Small,4,48,50,FBS227,71704.7837
3431,High School,18,Analyst,Finance,Bangalore,Large,4,41,58,UCA500,76394.38052
3432,PhD,1,Analyst,Finance,London,Medium,0,51,32,XMY621,74952.28802
3433,Bachelors,9,Data Scientist,IT,London,Medium,2,45,36,ODK225,84590.4049
3434,Bachelors,,Manager,Education,San Francisco,,,48,53,,75808.36587
3435,Bachelors,11,Data Scientist,Education,Bangalore,Small,1,43,31,WKA193,100253.4438
3436,Bachelors,8,Software Engineer,Finance,Bangalore,Large,1,47,44,TWU450,73646.5664
3437,PhD,7,Software Engineer,Healthcare,Bangalore,Medium,1,59,57,TNS203,78371.07191
3438,Masters,14,Software Engineer,Education,New York,Small,4,44,,JOQ172,91548.64364
3439,High School,6,Data Scientist,IT,London,Medium,2,58,49,SVE725,81757.87609
3440,Bachelors,14,Manager,IT,Bangalore,Medium,3,42,45,UWP964,83485.26248
3441,Masters,6,Analyst,Finance,London,Small,1,36,44,PTB263,92619.42157
3442,PhD,4,Analyst,IT,New York,Small,1,42,39,RRR712,71931.06865
3443,Bachelors,12,Software Engineer,Finance,New York,Large,0,49,41,LUR959,91236.94455
3444,Masters,18,Software Engineer,IT,London,Medium,2,43,57,HXZ003,89438.83372
3445,Bachelors,14,Analyst,Healthcare,New York,Large,3,51,37,LFV723,74763.7059
3446,High School,,Manager,Finance,New York,Large,2,50,35,VRX971,89796.59732
3447,PhD,1,Data Scientist,IT,San Francisco,,,32,53,,110180.2763
3448,PhD,17,Data Scientist,Finance,New York,Medium,1,36,,XGA137,101048.3472
3449,PhD,2,Software Engineer,Finance,New York,Large,1,57,50,XPP632,71318.29902
3450,Masters,16,Data Scientist,Healthcare,San Francisco,Large,1,47,40,TBD236,110496.6803
3451,Masters,17,Manager,Healthcare,London,Small,4,23,36,IEO234,99475.97786
3452,High School,9,Analyst,Healthcare,London,Large,2,38,47,MGH353,89207.99521
3453,PhD,2,Analyst,IT,London,,1,46,42,,82443.13013
3454,Masters,7,,IT,San Francisco,Medium,4,53,37,DNC755,108071.5498
3455,PhD,9,Analyst,Education,London,Medium,3,23,32,GEH434,91790.83801
3456,High School,19,Manager,IT,San Francisco,Small,2,49,48,QBF513,103605.8556
3457,High School,,Software Engineer,Finance,Bangalore,Large,3,59,48,MMJ838,86218.11687
3458,High School,10,,Healthcare,Bangalore,Large,2,37,44,BCO916,78411.12594
3459,Masters,14,Analyst,IT,New York,Large,2,23,32,CZH631,78318.25001
3460,PhD,15,Analyst,Healthcare,Bangalore,,3,38,,,95220.58803
3461,Masters,19,Manager,Education,New York,Medium,0,41,55,SHT453,95960.79233
3462,High School,5,Analyst,Education,London,Large,4,49,48,TRD448,80612.1698
3463,,11,Software Engineer,Education,London,Large,2,25,39,BON513,87171.39319
3464,PhD,2,Manager,IT,San Francisco,Small,0,55,50,OKN905,96295.65944
3465,Masters,2,Data Scientist,Education,New York,Small,1,,36,OCR870,77060.85434
3466,Bachelors,16,Data Scientist,Education,New York,Large,,52,35,ZQY306,89481.69102
3467,High School,14,Data Scientist,Healthcare,London,Medium,3,27,,CFS405,95453.90945
3468,High School,16,Manager,Finance,San Francisco,Large,0,50,46,FZT139,102887.1055
3469,Bachelors,10,Manager,Finance,San Francisco,Large,1,32,48,UUF485,92448.65597
3470,Masters,7,Manager,IT,Bangalore,Large,3,39,32,CRQ906,82534.58618
3471,Bachelors,,Software Engineer,IT,San Francisco,Large,2,23,56,ZUH015,68585.10658
3472,Masters,2,Data Scientist,Education,San Francisco,Large,3,43,54,HQB240,
3473,PhD,11,Software Engineer,IT,London,Large,1,25,45,BUH315,98414.45894
3474,Bachelors,9,Data Scientist,Finance,London,Large,4,45,57,RFX234,96980.79871
3475,High School,17,Analyst,IT,San Francisco,Large,4,57,54,FAV648,97255.10619
3476,High School,10,,Healthcare,San Francisco,Large,1,30,53,PCD855,107205.9164
3477,Bachelors,17,Software Engineer,IT,San Francisco,Medium,0,29,59,LXM193,93167.01557
3478,Masters,14,Manager,IT,San Francisco,Small,2,30,42,JZF114,120057.3034
3479,Masters,3,Analyst,IT,New York,Medium,4,49,41,TRJ729,61890.70951
3480,Masters,8,Manager,IT,Bangalore,Medium,0,31,48,UDV736,93300.5061
3481,High School,10,Manager,Finance,Bangalore,Medium,2,34,,YVE144,71579.51965
3482,Bachelors,14,Analyst,Healthcare,Bangalore,Large,3,42,32,WPR290,68081.61243
3483,Bachelors,1,Manager,Education,New York,Medium,,48,36,XLH762,70491.35782
3484,High School,5,Software Engineer,Education,London,Small,3,38,57,JDB489,59316.95022
3485,Bachelors,16,Data Scientist,Education,London,Large,,22,59,CLN722,99204.1621
3486,High School,7,Software Engineer,IT,New York,Medium,4,41,40,MMO552,72192.97814
3487,Bachelors,15,Analyst,IT,Bangalore,Small,4,32,31,RVS701,73875.03047
3488,Bachelors,,Data Scientist,Education,London,Small,3,41,33,BOL826,
3489,Masters,18,Software Engineer,Education,San Francisco,Small,0,29,54,FIT378,95298.47678
3490,High School,17,Software Engineer,Education,London,Medium,4,43,38,IVS463,82393.60142
3491,Masters,0,Manager,Healthcare,London,Large,0,29,31,QCM856,81077.29166
3492,,18,Software Engineer,Finance,London,Small,4,48,51,FJX456,83810.72537
3493,Masters,14,Manager,Finance,New York,Medium,4,22,51,INR864,92401.92
3494,Masters,14,Software Engineer,Finance,London,Medium,4,42,30,TVS850,91208.38852
3495,Masters,8,Software Engineer,Education,Bangalore,Small,4,31,58,XTK911,72028.77828
3496,Bachelors,4,Data Scientist,Healthcare,San Francisco,Large,3,41,41,NID457,80159.20985
3497,High School,6,,Finance,Bangalore,Medium,0,41,33,PLK527,53470.11156
3498,Bachelors,11,Analyst,Education,London,Large,2,50,,VRK483,76875.03751
3499,Bachelors,1,Manager,Finance,Bangalore,Small,1,56,57,XPH633,63339.72087
3500,,10,Analyst,Healthcare,San Francisco,,3,30,46,,104394.5534
3501,PhD,0,Analyst,Education,London,Large,1,36,55,VSL840,77083.25653
3502,PhD,11,Analyst,Finance,New York,Medium,3,59,52,RYD450,76097.34108
3503,High School,19,Manager,Healthcare,Bangalore,Medium,2,55,51,NPD934,90228.98593
3504,PhD,19,Software Engineer,IT,London,Small,3,24,37,GFJ973,109363.4224
3505,High School,1,Manager,Education,New York,,1,55,45,,59088.35191
3506,Bachelors,16,Software Engineer,Finance,New York,Medium,0,23,31,JVN073,66128.25269
3507,High School,17,Software Engineer,IT,New York,Medium,2,32,50,LCQ656,78341.57154
3508,Bachelors,3,Data Scientist,IT,New York,Medium,0,22,37,IJM435,66643.69699
3509,High School,16,Manager,Healthcare,London,Medium,3,42,41,XOI132,97143.96607
3510,High School,2,Software Engineer,Healthcare,London,Small,2,49,37,HUK481,62166.12482
3511,PhD,16,Data Scientist,Education,New York,Medium,,58,40,KFX186,102035.3068
3512,Masters,5,Analyst,Healthcare,London,Medium,4,23,40,GSA957,72434.18584
3513,Bachelors,2,Analyst,IT,London,Large,1,50,42,AMQ923,66840.72022
3514,Masters,14,Manager,Healthcare,New York,Medium,3,45,48,MFX423,
3515,PhD,9,Data Scientist,Healthcare,Bangalore,Large,4,23,57,TJE195,111800.5932
3516,Bachelors,0,Manager,Healthcare,Bangalore,Small,0,41,41,EZM116,89088.12715
3517,Masters,14,Software Engineer,IT,New York,Small,1,32,48,PMP111,88043.06225
3518,PhD,1,Data Scientist,Finance,London,Small,2,22,38,HMV619,93827.54033
3519,High School,2,Software Engineer,Education,San Francisco,Small,3,54,52,IIN874,73594.19352
3520,High School,7,Data Scientist,Healthcare,London,Large,1,33,41,LCK169,92714.44605
3521,Bachelors,6,Data Scientist,IT,London,Small,3,,40,DWX468,83510.62
3522,Bachelors,2,Data Scientist,Education,London,Large,3,31,51,AGC173,69616.39563
3523,Bachelors,16,Data Scientist,Healthcare,San Francisco,Medium,0,22,32,JKH388,108069.696
3524,Masters,8,Manager,Healthcare,London,Medium,3,52,36,RFA718,99507.88302
3525,Bachelors,9,Manager,IT,New York,Large,2,31,35,UUD011,75584.18792
3526,High School,15,Manager,Healthcare,London,Small,1,49,33,SVV490,96908.21837
3527,PhD,17,Analyst,Healthcare,London,Medium,4,44,44,DIF367,117018.705
3528,High School,3,Analyst,Finance,New York,Small,0,28,51,VES905,
3529,High School,0,Manager,Healthcare,New York,Medium,3,56,39,GUO243,59445.53107
3530,Bachelors,3,Software Engineer,Healthcare,San Francisco,Small,0,27,44,DGE371,63133.18488
3531,Bachelors,15,Data Scientist,Finance,New York,Large,1,24,46,QWB830,79365.35748
3532,,8,Manager,IT,San Francisco,Medium,1,43,35,QPG800,
3533,Masters,16,Software Engineer,IT,San Francisco,Small,4,33,42,UFQ813,
3534,High School,18,Analyst,IT,London,Large,1,39,47,WHE303,88819.41276
3535,Bachelors,0,Analyst,Finance,New York,Large,2,30,56,MKB989,54086.0191
3536,Masters,19,Data Scientist,IT,San Francisco,Small,0,56,,LBY863,119246.5886
3537,High School,4,Analyst,Healthcare,Bangalore,Large,1,22,54,SGA032,64992.28944
3538,Masters,9,Software Engineer,Finance,New York,Medium,0,44,51,YML975,79620.86243
3539,Masters,5,Software Engineer,Healthcare,London,Large,4,59,58,IXG148,79164.81145
3540,PhD,2,Data Scientist,Education,London,Medium,0,37,46,TSG090,96703.84601
3541,Masters,6,Analyst,Healthcare,London,Small,2,32,35,JOB177,79391.45798
3542,Masters,15,Analyst,IT,New York,Medium,1,37,58,JBF829,77901.79329
3543,Bachelors,14,Data Scientist,Education,New York,Large,3,28,42,GFV820,79802.34396
3544,Masters,9,Manager,Education,London,Small,0,22,43,NZH900,94827.81009
3545,High School,18,Analyst,Education,Bangalore,Large,4,29,39,CVW745,81732.37718
3546,,12,,Healthcare,San Francisco,Medium,1,50,31,WPH345,112184.6637
3547,Masters,5,Data Scientist,Finance,New York,Medium,0,57,40,VGL303,73073.95875
3548,PhD,1,Manager,Healthcare,San Francisco,Large,0,34,50,BHK381,90997.34502
3549,PhD,5,,Finance,New York,Large,3,56,57,PUA422,78630.83329
3550,Bachelors,9,Data Scientist,Finance,London,Medium,2,34,46,GUS494,97897.95828
3551,Bachelors,13,Data Scientist,Finance,New York,Medium,3,43,56,SIP943,78951.08169
3552,Masters,,,Education,San Francisco,Small,0,50,31,QTK777,100529.6838
3553,PhD,12,Analyst,Finance,San Francisco,Medium,2,28,38,MAQ490,
3554,Bachelors,7,Analyst,IT,Bangalore,Small,0,56,31,NDL125,66765.60197
3555,Bachelors,7,Analyst,IT,San Francisco,Small,3,57,57,TBK062,73864.9986
3556,Bachelors,1,Software Engineer,IT,San Francisco,Medium,1,44,,EKZ822,63954.75129
3557,High School,15,Analyst,Education,Bangalore,Small,3,33,57,YUY619,81483.6307
3558,Bachelors,15,Data Scientist,Education,Bangalore,Medium,4,42,44,MIO704,97427.86121
3559,PhD,15,Data Scientist,Education,London,Large,4,55,46,HMS944,106770.3507
3560,Bachelors,11,Software Engineer,IT,Bangalore,Medium,1,49,42,RON173,65103.83734
3561,Bachelors,5,Analyst,Education,San Francisco,Large,3,34,40,ZIS568,67821.88047
3562,High School,0,Software Engineer,Finance,London,Large,4,44,57,ROS461,58623.74099
3563,PhD,10,Data Scientist,Finance,Bangalore,Large,0,59,50,UMM785,86235.40509
3564,High School,0,Software Engineer,Education,New York,Large,4,41,52,TFO946,78694.69874
3565,Bachelors,9,Data Scientist,Finance,San Francisco,Small,3,40,58,IAW904,86629.32795
3566,Masters,15,Data Scientist,Finance,New York,Medium,4,34,32,IZI477,121181.4702
3567,High School,2,Analyst,IT,New York,Medium,3,42,53,MJW813,53752.72843
3568,Bachelors,3,Analyst,IT,Bangalore,Large,2,55,47,HVD870,61718.60763
3569,Bachelors,4,Analyst,Finance,London,Medium,1,34,30,LOJ519,67262.11857
3570,Bachelors,12,Data Scientist,IT,New York,Large,4,47,43,YHR865,83065.30068
3571,Masters,14,Analyst,Finance,New York,Small,3,36,41,NQR929,90570.99733
3572,PhD,16,,Finance,London,Large,4,31,56,YZO352,116795.8573
3573,Bachelors,18,Manager,Healthcare,New York,Large,2,31,33,AYR401,95033.0382
3574,Bachelors,18,Data Scientist,Finance,San Francisco,Small,3,50,46,QYV531,107111.7336
3575,Bachelors,14,Manager,Healthcare,London,Large,3,56,43,FDC166,87204.66033
3576,Masters,12,Data Scientist,Education,New York,Small,2,30,31,VOX662,83813.34972
3577,High School,15,Data Scientist,Finance,Bangalore,Medium,0,45,59,VAF270,89527.72899
3578,PhD,4,Analyst,IT,London,Medium,1,,59,PIT454,83676.22033
3579,PhD,0,Software Engineer,Healthcare,New York,Small,0,57,53,VBO587,78665.89859
3580,High School,18,Manager,Finance,London,Large,4,58,53,JGY428,112161.3955
3581,PhD,16,Manager,Healthcare,London,Medium,1,27,53,ASX846,104800.9448
3582,Masters,0,Manager,Finance,Bangalore,Large,0,31,43,BNE841,67263.30966
3583,PhD,6,Analyst,Finance,London,,4,27,50,,92105.61224
3584,Masters,13,Data Scientist,Education,San Francisco,Small,3,,50,AZV254,102877.8301
3585,High School,10,Software Engineer,Education,Bangalore,Large,1,42,37,QUI311,61920.15016
3586,Masters,7,Manager,IT,London,Large,0,,50,LKV923,83932.83645
3587,Masters,11,Software Engineer,Finance,New York,Medium,2,24,51,XVV752,102313.1319
3588,PhD,3,Analyst,Finance,Bangalore,Small,0,56,57,OGT066,63219.19278
3589,High School,10,Manager,Finance,Bangalore,Small,3,,51,MON984,74634.03659
3590,Bachelors,8,Manager,Healthcare,Bangalore,Small,4,58,56,ONT022,82410.78395
3591,Masters,1,Manager,Finance,Bangalore,Large,2,47,54,JSY765,75342.18907
3592,Bachelors,18,Manager,Healthcare,Bangalore,Large,2,38,59,IAB610,81019.93159
3593,Bachelors,7,Data Scientist,Education,San Francisco,Medium,3,,46,YVR079,89381.59355
3594,PhD,4,Manager,Finance,London,Large,4,50,,OOQ571,
3595,High School,19,,Education,New York,Medium,3,55,56,SYY361,90435.40918
3596,Bachelors,17,Data Scientist,Healthcare,San Francisco,Medium,1,32,40,MSQ011,102993.2168
3597,PhD,,Software Engineer,IT,London,Small,0,53,41,QEB687,107173.663
3598,Bachelors,1,Analyst,Finance,London,Small,4,,39,USB673,75738.54404
